campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,mes_inicio,mes_fin,año_inicio,año_fin,trimestre_inicio,trimestre_fin,roi_category,conversion_rate_category,performance_category,cost_per_conversion
Organic holistic Graphical User Interface,2023-07-05,2023-12-03,1810.82,0.14,email,B2C,promotion,0.87,270481.39,268670.57,7,12,2023,2023,3,4,Bajo,Alto,Regular,2081.4022988505744
Multi-channeled upward-trending instruction set,2023-02-28,2024-03-06,29840.15,0.19,webinar,B2B,organic,0.78,631347.68,601507.53,2,3,2023,2024,1,1,Bajo,Alto,Regular,38256.60256410256
Managed even-keeled Internet solution,2023-03-09,2024-01-12,81342.1,0.66,email,B2C,promotion,0.91,362030.2,280688.1,3,1,2023,2024,1,1,Alto,Alto,Excelente,89386.92307692308
Customer-focused systemic capability,2023-01-01,2024-04-01,96731.22,0.49,social media,B2B,organic,0.8,750903.16,654171.9400000001,1,4,2023,2024,1,2,Medio,Alto,Bueno,120914.025
Inverse non-volatile superstructure,2022-08-06,2023-12-13,27329.38,0.32,email,B2B,organic,0.6,873619.99,846290.61,8,12,2022,2023,3,4,Medio,Medio,Bueno,45548.96666666667
Multi-lateral needs-based collaboration,2022-09-23,2024-01-25,21718.66,0.51,social media,B2C,organic,0.65,838552.42,816833.76,9,1,2022,2024,3,1,Medio,Alto,Bueno,33413.32307692307
Ergonomic empowering attitude,2023-04-26,2024-01-12,80659.67,0.61,email,B2C,promotion,0.7,534572.47,453912.8,4,1,2023,2024,2,1,Alto,Alto,Excelente,115228.1
Switchable secondary hierarchy,2023-04-29,2023-11-18,95913.4,0.55,email,B2B,promotion,0.91,651889.94,555976.5399999999,4,11,2023,2023,2,4,Medio,Alto,Bueno,105399.34065934065
Ameliorated bi-directional Graphic Interface,2023-05-07,2023-11-21,34910.16,0.57,podcast,B2C,referral,0.97,613092.25,578182.09,5,11,2023,2023,2,4,Medio,Alto,Bueno,35989.8556701031
Secured attitude-oriented info-mediaries,2022-11-14,2023-10-11,51394.97,0.59,email,B2B,paid,0.41,841615.61,790220.64,11,10,2022,2023,4,4,Medio,Medio,Bueno,125353.58536585367
Enterprise-wide bandwidth-monitored toolset,2022-08-17,2024-04-21,27577.78,0.4,podcast,B2B,paid,0.4,665815.39,638237.61,8,4,2022,2024,3,2,Medio,Medio,Bueno,68944.45
Compatible mobile open system,2023-03-03,2024-05-29,31618.12,0.29,webinar,B2C,paid,0.87,455453.72,423835.6,3,5,2023,2024,1,2,Bajo,Alto,Regular,36342.666666666664
Vision-oriented object-oriented structure,2023-04-30,2024-03-24,84055.7,0.57,email,B2C,referral,0.85,302692.25,218636.55,4,3,2023,2024,2,1,Medio,Alto,Bueno,98889.05882352941
Re-engineered holistic data-warehouse,2022-10-03,2024-05-09,28051.5,0.4,podcast,B2C,referral,0.36,374910.63,346859.13,10,5,2022,2024,4,2,Medio,Medio,Bueno,77920.83333333334
Multi-channeled reciprocal utilization,2022-08-21,2024-07-10,16470.61,0.9,social media,B2B,organic,0.7,533910.94,517440.32999999996,8,7,2022,2024,3,3,Alto,Alto,Excelente,23529.442857142858
Object-based discrete strategy,2023-07-22,2023-10-20,39241.75,0.47,podcast,B2B,referral,0.59,252287.84,213046.09,7,10,2023,2023,3,4,Medio,Medio,Bueno,66511.44067796611
Customizable human-resource monitoring,2023-03-20,2023-12-06,54166.71,0.43,webinar,B2B,paid,0.15,735390.8,681224.0900000001,3,12,2023,2023,1,4,Medio,Bajo,Regular,361111.4
Synergized actuating policy,2023-04-07,2024-06-20,40958.7,0.77,podcast,B2B,promotion,0.39,921182.15,880223.4500000001,4,6,2023,2024,2,2,Alto,Medio,Bueno,105022.30769230769
Versatile object-oriented access,2023-06-21,2024-02-21,21009.79,0.96,podcast,B2B,referral,0.54,321994.2,300984.41000000003,6,2,2023,2024,2,1,Alto,Medio,Bueno,38907.01851851852
De-engineered 24/7 archive,2023-06-15,2024-01-31,23099.8,0.25,social media,B2C,paid,0.98,396851.15,373751.35000000003,6,1,2023,2024,2,1,Bajo,Alto,Regular,23571.224489795917
Profit-focused multimedia concept,2022-09-20,2023-11-04,33618.7,0.54,webinar,B2C,paid,0.8,868303.57,834684.87,9,11,2022,2023,3,4,Medio,Alto,Bueno,42023.37499999999
Vision-oriented transitional process improvement,2023-06-27,2023-11-26,55436.7,0.8,podcast,B2B,organic,0.99,786705.7,731269.0,6,11,2023,2023,2,4,Alto,Alto,Excelente,55996.666666666664
Pre-emptive mission-critical knowledge user,2023-03-08,2024-06-28,73916.74,0.33,webinar,B2B,promotion,0.69,232695.36,158778.62,3,6,2023,2024,1,2,Medio,Alto,Bueno,107125.71014492755
Cross-group object-oriented moderator,2022-08-27,2023-11-18,66331.63,0.4,podcast,B2C,promotion,0.4,916634.12,850302.49,8,11,2022,2023,3,4,Medio,Medio,Bueno,165829.075
Grass-roots eco-centric strategy,2022-10-22,2023-10-25,39767.24,0.95,email,B2B,paid,0.33,406566.2,366798.96,10,10,2022,2023,4,4,Alto,Medio,Bueno,120506.78787878787
Customizable global hierarchy,2023-04-26,2023-10-12,86716.38,0.74,email,B2B,paid,0.95,69360.86,-17355.520000000004,4,10,2023,2023,2,4,Alto,Alto,Excelente,91280.40000000001
Future-proofed uniform alliance,2023-03-22,2024-06-14,69474.96,0.4,email,B2B,organic,0.7,86176.18,16701.219999999987,3,6,2023,2024,1,2,Medio,Alto,Bueno,99249.94285714287
Balanced asynchronous contingency,2022-10-31,2024-04-07,7952.69,0.8,social media,B2C,promotion,0.14,772286.49,764333.8,10,4,2022,2024,4,2,Alto,Bajo,Regular,56804.928571428565
Robust disintermediate neural-net,2023-04-17,2023-11-15,92395.78,0.37,social media,B2C,organic,0.31,949696.65,857300.87,4,11,2023,2023,2,4,Medio,Medio,Bueno,298050.9032258064
Multi-lateral dynamic encryption,2023-04-21,2024-01-04,76016.6,0.98,social media,B2B,promotion,0.38,809123.64,733107.04,4,1,2023,2024,2,1,Alto,Medio,Bueno,200043.68421052632
Customer-focused human-resource algorithm,2022-12-15,2024-03-07,32965.35,0.43,email,B2C,referral,0.77,838474.56,805509.2100000001,12,3,2022,2024,4,1,Medio,Alto,Bueno,42812.142857142855
Re-contextualized zero-defect artificial intelligence,2023-04-13,2024-04-02,99120.34,0.34,webinar,B2B,referral,0.67,227398.12,128277.78,4,4,2023,2024,2,2,Medio,Alto,Bueno,147940.80597014923
Decentralized system-worthy neural-net,2023-01-24,2023-10-25,65906.93,0.98,email,B2B,promotion,0.9,543317.45,477410.51999999996,1,10,2023,2023,1,4,Alto,Alto,Excelente,73229.92222222222
Reduced content-based Graphic Interface,2022-10-26,2024-03-03,16945.29,0.72,social media,B2C,referral,0.76,884669.86,867724.57,10,3,2022,2024,4,1,Alto,Alto,Excelente,22296.434210526317
De-engineered non-volatile hardware,2023-02-10,2024-02-14,41041.24,0.21,email,B2C,organic,0.51,394039.86,352998.62,2,2,2023,2024,1,1,Bajo,Medio,Regular,80473.01960784313
Intuitive system-worthy interface,2022-12-28,2024-06-28,44445.2,0.83,webinar,B2C,referral,0.39,300733.58,256288.38,12,6,2022,2024,4,2,Alto,Medio,Bueno,113962.05128205127
Networked systematic budgetary management,2023-02-13,2023-12-20,11742.47,0.49,email,B2B,organic,0.2,672241.21,660498.74,2,12,2023,2023,1,4,Medio,Bajo,Regular,58712.34999999999
Open-source radical extranet,2022-12-09,2023-09-22,68103.5,0.35,email,B2B,referral,0.56,196290.5,128187.0,12,9,2022,2023,4,3,Medio,Medio,Bueno,121613.39285714284
Monitored high-level contingency,2023-02-17,2023-10-10,26563.78,0.9,social media,B2B,paid,0.32,863720.51,837156.73,2,10,2023,2023,1,4,Alto,Medio,Bueno,83011.8125
Switchable actuating encryption,2022-11-25,2023-09-14,3104.48,0.16,webinar,B2C,referral,0.57,352571.87,349467.39,11,9,2022,2023,4,3,Bajo,Medio,Regular,5446.456140350878
Profit-focused actuating open architecture,2023-01-14,2024-03-30,1480.67,0.83,social media,B2C,promotion,0.89,777983.15,776502.48,1,3,2023,2024,1,1,Alto,Alto,Excelente,1663.6741573033707
Compatible 5thgeneration open architecture,2023-06-27,2024-06-09,43263.23,0.97,social media,B2B,paid,0.27,284363.38,241100.15,6,6,2023,2024,2,2,Alto,Bajo,Regular,160234.1851851852
Business-focused systemic policy,2022-08-21,2024-07-21,50643.73,0.91,email,B2B,organic,0.6,630320.3,579676.5700000001,8,7,2022,2024,3,3,Alto,Medio,Bueno,84406.21666666667
Front-line high-level encryption,2023-03-31,2023-09-10,30878.98,0.21,podcast,B2B,promotion,0.7,666756.8,635877.8200000001,3,9,2023,2023,1,3,Bajo,Alto,Regular,44112.828571428574
Reduced analyzing moratorium,2023-05-12,2023-08-07,30319.57,0.24,email,B2B,promotion,0.19,926893.18,896573.6100000001,5,8,2023,2023,2,3,Bajo,Bajo,Regular,159576.68421052632
Configurable systematic concept,2023-01-30,2023-12-03,89283.48,0.1,email,B2B,referral,0.67,907297.81,818014.3300000001,1,12,2023,2023,1,4,Bajo,Alto,Regular,133258.92537313432
Versatile actuating synergy,2023-01-03,2024-01-28,64733.0,0.21,email,B2B,referral,0.75,930401.42,865668.42,1,1,2023,2024,1,1,Bajo,Alto,Regular,86310.66666666667
Mandatory neutral ability,2023-03-22,2024-06-17,1635.98,0.23,email,B2B,organic,0.9,125526.72,123890.74,3,6,2023,2024,1,2,Bajo,Alto,Regular,1817.7555555555555
Re-contextualized clear-thinking matrix,2022-12-17,2024-02-15,11395.3,0.6,social media,B2B,promotion,0.88,741815.81,730420.51,12,2,2022,2024,4,1,Medio,Alto,Bueno,12949.204545454544
Front-line neutral concept,2023-07-09,2023-09-21,24959.24,0.66,email,B2C,paid,0.73,407610.45,382651.21,7,9,2023,2023,3,3,Alto,Alto,Excelente,34190.7397260274
Synergistic optimizing approach,2023-06-25,2023-10-13,59973.81,0.45,social media,B2B,paid,0.7,314799.19,254825.38,6,10,2023,2023,2,4,Medio,Alto,Bueno,85676.87142857144
Grass-roots content-based synergy,2022-09-03,2024-06-10,11703.28,0.67,email,B2B,referral,0.46,236446.2,224742.92,9,6,2022,2024,3,2,Alto,Medio,Bueno,25441.91304347826
Cross-group web-enabled methodology,2023-05-04,2024-03-10,8250.93,0.3,podcast,B2B,paid,0.32,595779.73,587528.7999999999,5,3,2023,2024,2,1,Bajo,Medio,Regular,25784.15625
Total impactful budgetary management,2023-05-07,2023-09-29,6304.42,0.13,email,B2C,organic,0.5,807283.82,800979.3999999999,5,9,2023,2023,2,3,Bajo,Medio,Regular,12608.84
Phased background toolset,2022-10-31,2024-06-28,72368.61,0.79,podcast,B2B,referral,0.33,388308.21,315939.60000000003,10,6,2022,2024,4,2,Alto,Medio,Bueno,219298.81818181818
Cross-platform web-enabled ability,2023-05-10,2024-06-16,37696.45,0.14,email,B2C,promotion,0.28,666027.78,628331.3300000001,5,6,2023,2024,2,2,Bajo,Bajo,Regular,134630.17857142855
Quality-focused 4thgeneration database,2022-12-08,2024-01-04,6333.7,0.83,webinar,B2C,organic,0.61,119783.92,113450.22,12,1,2022,2024,4,1,Alto,Alto,Excelente,10383.11475409836
Customizable 5thgeneration instruction set,2023-04-01,2024-06-20,41704.96,0.5,social media,B2B,referral,0.85,930138.53,888433.5700000001,4,6,2023,2024,2,2,Medio,Alto,Bueno,49064.65882352941
Automated real-time productivity,2023-02-26,2024-02-11,72322.94,0.8,podcast,B2C,paid,0.74,776223.2,703900.26,2,2,2023,2024,1,1,Alto,Alto,Excelente,97733.7027027027
Advanced systematic complexity,2023-06-10,2024-04-11,1873.52,0.95,podcast,B2C,organic,0.54,989733.25,987859.73,6,4,2023,2024,2,2,Alto,Medio,Bueno,3469.4814814814813
Re-engineered reciprocal infrastructure,2023-05-02,2024-05-14,38080.5,0.78,podcast,B2C,paid,0.78,568518.95,530438.45,5,5,2023,2024,2,2,Alto,Alto,Excelente,48821.153846153844
Customer-focused holistic orchestration,2023-07-07,2023-08-10,2412.93,0.3,social media,B2C,paid,0.8,651779.82,649366.8899999999,7,8,2023,2023,3,3,Bajo,Alto,Regular,3016.1624999999995
Cross-group homogeneous forecast,2023-03-10,2023-12-04,46645.57,0.9,webinar,B2C,referral,0.8,67759.8,21114.230000000003,3,12,2023,2023,1,4,Alto,Alto,Excelente,58306.962499999994
Customizable optimizing benchmark,2023-06-06,2024-01-18,41799.29,0.35,social media,B2B,referral,0.54,923943.17,882143.88,6,1,2023,2024,2,1,Medio,Medio,Bueno,77406.09259259258
Proactive empowering adapter,2022-08-15,2023-09-26,74447.6,0.46,email,B2C,referral,0.18,694021.69,619574.09,8,9,2022,2023,3,3,Medio,Bajo,Regular,413597.7777777778
Persevering bi-directional project,2023-03-19,2023-10-23,98135.86,0.74,social media,B2C,promotion,0.76,240715.35,142579.49,3,10,2023,2023,1,4,Alto,Alto,Excelente,129126.13157894737
Digitized clear-thinking monitoring,2022-08-16,2023-10-20,10464.29,0.11,podcast,B2B,referral,0.89,111736.4,101272.10999999999,8,10,2022,2023,3,4,Bajo,Alto,Regular,11757.629213483147
Multi-layered global complexity,2022-11-16,2023-11-03,78944.71,0.19,email,B2C,referral,0.24,596911.92,517967.21,11,11,2022,2023,4,4,Bajo,Bajo,Regular,328936.2916666667
Cross-group bottom-line orchestration,2022-12-12,2023-09-29,30937.43,0.78,email,B2C,referral,0.64,924081.5,893144.07,12,9,2022,2023,4,3,Alto,Alto,Excelente,48339.734375
Expanded methodical instruction set,2023-07-22,2024-03-08,94173.28,0.19,webinar,B2C,referral,0.16,794007.52,699834.24,7,3,2023,2024,3,1,Bajo,Bajo,Regular,588583.0
Enhanced upward-trending solution,2022-09-23,2024-07-04,61866.52,0.93,podcast,B2C,organic,0.18,628337.1,566470.58,9,7,2022,2024,3,3,Alto,Bajo,Regular,343702.8888888889
Advanced client-driven matrix,2023-07-02,2024-06-24,58920.71,0.74,social media,B2B,organic,0.99,416433.63,357512.92,7,6,2023,2024,3,2,Alto,Alto,Excelente,59515.868686868685
Re-engineered 6thgeneration time-frame,2022-12-20,2024-02-08,70889.3,0.61,webinar,B2C,referral,0.1,260331.7,189442.40000000002,12,2,2022,2024,4,1,Alto,Bajo,Regular,708893.0
Quality-focused responsive framework,2023-07-10,2023-08-03,38390.23,0.72,podcast,B2B,paid,0.57,261442.83,223052.59999999998,7,8,2023,2023,3,3,Alto,Medio,Bueno,67351.2807017544
Optimized 3rdgeneration superstructure,2023-01-07,2024-03-22,32272.85,0.43,email,B2B,organic,0.4,554858.76,522585.91000000003,1,3,2023,2024,1,1,Medio,Medio,Bueno,80682.12499999999
Robust dedicated solution,2022-09-20,2024-04-05,21179.55,0.71,social media,B2C,paid,0.76,265776.88,244597.33000000002,9,4,2022,2024,3,2,Alto,Alto,Excelente,27867.82894736842
Right-sized tangible moratorium,2022-09-14,2024-05-06,71463.45,0.18,podcast,B2B,organic,0.53,149895.53,78432.08,9,5,2022,2024,3,2,Bajo,Medio,Regular,134836.69811320753
Integrated real-time archive,2023-06-20,2024-05-09,63986.6,0.14,social media,B2C,paid,0.94,551193.1,487206.5,6,5,2023,2024,2,2,Bajo,Alto,Regular,68070.85106382979
Organized uniform infrastructure,2023-03-20,2024-07-22,23859.94,0.2,social media,B2C,organic,0.48,375316.11,351456.17,3,7,2023,2024,1,3,Bajo,Medio,Regular,49708.208333333336
Future-proofed next generation software,2023-05-30,2023-12-19,29099.8,0.9,podcast,B2B,organic,0.89,89208.38,60108.58,5,12,2023,2023,2,4,Alto,Alto,Excelente,32696.404494382023
Cross-group foreground array,2023-04-12,2024-01-19,92494.15,0.82,podcast,B2C,organic,0.23,772563.51,680069.36,4,1,2023,2024,2,1,Alto,Bajo,Regular,402148.4782608695
Advanced multi-state portal,2023-02-25,2024-03-12,72412.24,0.74,webinar,B2C,organic,0.12,221613.6,149201.36,2,3,2023,2024,1,1,Alto,Bajo,Regular,603435.3333333334
Visionary tangible Graphic Interface,2022-09-11,2023-11-12,84482.9,0.21,webinar,B2B,promotion,0.7,268528.69,184045.79,9,11,2022,2023,3,4,Bajo,Alto,Regular,120689.85714285714
Business-focused tertiary focus group,2023-07-29,2023-12-21,46349.76,0.27,email,B2C,referral,0.98,400371.0,354021.24,7,12,2023,2023,3,4,Bajo,Alto,Regular,47295.67346938776
Down-sized high-level productivity,2023-04-29,2024-05-15,5574.74,0.26,webinar,B2B,paid,0.2,854030.38,848455.64,4,5,2023,2024,2,2,Bajo,Bajo,Regular,27873.699999999997
Fundamental didactic algorithm,2023-07-25,2023-09-04,71885.41,0.49,email,B2B,promotion,0.4,111886.45,40001.03999999999,7,9,2023,2023,3,3,Medio,Medio,Bueno,179713.525
Pre-emptive exuding monitoring,2023-06-27,2024-01-22,37473.84,0.87,email,B2B,paid,0.4,681357.44,643883.6,6,1,2023,2024,2,1,Alto,Medio,Bueno,93684.59999999999
Organized client-driven array,2023-01-01,2024-05-31,72744.5,0.36,podcast,B2B,organic,0.74,482042.7,409298.2,1,5,2023,2024,1,2,Medio,Alto,Bueno,98303.37837837837
Fully-configurable global leverage,2022-11-16,2024-02-21,35636.25,0.5,podcast,B2C,paid,0.23,269170.99,233534.74,11,2,2022,2024,4,1,Medio,Bajo,Regular,154940.21739130435
Right-sized stable open architecture,2023-04-23,2023-10-30,84406.19,0.44,email,B2C,paid,0.2,735873.39,651467.2,4,10,2023,2023,2,4,Medio,Bajo,Regular,422030.95
Synchronized zero administration structure,2023-04-15,2023-09-17,88977.21,0.99,podcast,B2B,promotion,0.13,396317.2,307339.99,4,9,2023,2023,2,3,Alto,Bajo,Regular,684440.076923077
Visionary user-facing pricing structure,2022-11-27,2024-06-05,41408.95,0.63,email,B2C,promotion,0.18,158223.9,116814.95,11,6,2022,2024,4,2,Alto,Bajo,Regular,230049.72222222222
Team-oriented bifurcated capability,2023-06-26,2024-01-09,9611.89,0.11,email,B2C,organic,0.3,582427.27,572815.38,6,1,2023,2024,2,1,Bajo,Bajo,Regular,32039.63333333333
Persevering tangible hardware,2023-06-08,2023-08-02,67475.35,0.5,email,B2B,promotion,0.22,53555.95,-13919.400000000009,6,8,2023,2023,2,3,Medio,Bajo,Regular,306706.1363636364
Triple-buffered cohesive encryption,2022-11-07,2024-07-13,81254.51,0.89,social media,B2B,paid,0.94,685633.82,604379.3099999999,11,7,2022,2024,4,3,Alto,Alto,Excelente,86440.96808510639
Automated encompassing archive,2023-03-05,2024-06-17,83804.53,0.23,podcast,B2C,paid,0.36,902554.32,818749.7899999999,3,6,2023,2024,1,2,Bajo,Medio,Regular,232790.36111111112
Devolved intermediate middleware,2022-09-18,2023-08-14,41307.73,0.76,podcast,B2C,referral,0.53,729614.63,688306.9,9,8,2022,2023,3,3,Alto,Medio,Bueno,77939.11320754717
Triple-buffered high-level customer loyalty,2023-01-01,2023-09-20,78803.16,0.99,email,B2B,organic,0.75,562224.77,483421.61,1,9,2023,2023,1,3,Alto,Alto,Excelente,105070.88
Intuitive exuding concept,2022-09-14,2023-08-24,64551.2,0.33,email,B2C,promotion,0.12,280467.96,215916.76,9,8,2022,2023,3,3,Medio,Bajo,Regular,537926.6666666666
Extended optimizing infrastructure,2023-06-29,2024-05-17,14126.24,0.63,webinar,B2B,referral,0.82,530692.88,516566.64,6,5,2023,2024,2,2,Alto,Alto,Excelente,17227.121951219513
Stand-alone tertiary methodology,2023-02-21,2024-06-09,35614.3,0.79,social media,B2C,organic,0.19,652650.72,617036.4199999999,2,6,2023,2024,1,2,Alto,Bajo,Regular,187443.68421052632
Extended context-sensitive Graphical User Interface,2023-04-08,2023-09-05,42616.8,0.53,email,B2B,organic,0.48,512829.15,470212.35000000003,4,9,2023,2023,2,3,Medio,Medio,Bueno,88785.00000000001
Integrated user-facing encoding,2022-09-21,2024-04-09,59207.21,0.79,social media,B2B,paid,0.48,914372.53,855165.3200000001,9,4,2022,2024,3,2,Alto,Medio,Bueno,123348.35416666667
Cross-group reciprocal hub,2023-05-24,2023-12-27,76911.16,0.69,webinar,B2B,organic,0.51,565155.23,488244.06999999995,5,12,2023,2023,2,4,Alto,Medio,Bueno,150806.19607843139
Down-sized uniform productivity,2023-01-26,2024-05-21,10395.39,0.48,social media,B2C,organic,0.95,963552.88,953157.49,1,5,2023,2024,1,2,Medio,Alto,Bueno,10942.515789473684
Versatile asymmetric protocol,2022-11-23,2023-11-23,78873.15,0.92,webinar,B2C,promotion,0.6,287495.18,208622.03,11,11,2022,2023,4,4,Alto,Medio,Bueno,131455.25
Polarized empowering neural-net,2023-04-27,2024-01-22,18458.17,0.37,email,B2B,promotion,0.88,520022.1,501563.93,4,1,2023,2024,2,1,Medio,Alto,Bueno,20975.19318181818
Versatile bandwidth-monitored time-frame,2023-06-24,2023-11-02,37360.8,0.96,email,B2B,organic,0.82,979402.44,942041.6399999999,6,11,2023,2023,2,4,Alto,Alto,Excelente,45561.9512195122
Seamless explicit policy,2023-04-03,2024-06-19,94502.9,0.78,podcast,B2C,referral,0.2,823630.82,729127.9199999999,4,6,2023,2024,2,2,Alto,Bajo,Regular,472514.49999999994
Sharable neutral implementation,2022-11-10,2024-07-01,90021.62,0.82,social media,B2B,referral,0.43,454635.47,364613.85,11,7,2022,2024,4,3,Alto,Medio,Bueno,209352.60465116278
Progressive composite access,2023-07-30,2023-12-14,5777.28,0.23,email,B2C,promotion,0.27,421551.62,415774.33999999997,7,12,2023,2023,3,4,Bajo,Bajo,Regular,21397.333333333332
Assimilated intangible pricing structure,2023-01-08,2024-07-06,62734.3,0.53,webinar,B2B,promotion,0.59,905539.68,842805.38,1,7,2023,2024,1,3,Medio,Medio,Bueno,106329.32203389832
Public-key optimizing protocol,2022-08-03,2023-12-29,61172.36,0.6,podcast,B2C,referral,0.13,277685.24,216512.88,8,12,2022,2023,3,4,Medio,Bajo,Regular,470556.6153846154
Compatible bottom-line core,2023-01-10,2023-08-11,27219.52,0.53,podcast,B2B,organic,0.6,867347.6,840128.08,1,8,2023,2023,1,3,Medio,Medio,Bueno,45365.86666666667
Face-to-face mobile knowledge user,2022-09-20,2024-04-16,66351.49,0.78,social media,B2C,referral,0.5,251189.68,184838.19,9,4,2022,2024,3,2,Alto,Medio,Bueno,132702.98
Seamless reciprocal complexity,2023-01-03,2023-12-15,20786.4,0.4,podcast,B2C,paid,0.53,253649.14,232862.74000000002,1,12,2023,2023,1,4,Medio,Medio,Bueno,39219.622641509435
Mandatory exuding model,2023-02-26,2023-10-26,32177.54,0.18,webinar,B2B,organic,0.5,464661.0,432483.46,2,10,2023,2023,1,4,Bajo,Medio,Regular,64355.08
Digitized intangible Graphical User Interface,2022-09-08,2023-10-27,90484.19,0.23,podcast,B2C,promotion,0.54,982518.87,892034.6799999999,9,10,2022,2023,3,4,Bajo,Medio,Regular,167563.3148148148
Profound demand-driven secured line,2023-03-19,2024-01-29,71007.37,0.1,email,B2C,paid,0.92,777359.75,706352.38,3,1,2023,2024,1,1,Bajo,Alto,Regular,77181.92391304347
Right-sized needs-based solution,2022-08-09,2024-04-06,65209.95,0.37,email,B2B,organic,0.48,119853.0,54643.05,8,4,2022,2024,3,2,Medio,Medio,Bueno,135854.0625
Seamless dynamic framework,2023-04-29,2024-02-13,54554.48,0.21,podcast,B2B,promotion,0.89,222731.21,168176.72999999998,4,2,2023,2024,2,1,Bajo,Alto,Regular,61297.168539325845
Re-contextualized upward-trending architecture,2023-01-07,2023-08-20,18530.72,0.85,social media,B2C,promotion,0.79,315733.7,297202.98,1,8,2023,2023,1,3,Alto,Alto,Excelente,23456.607594936708
Cloned logistical analyzer,2022-08-15,2023-08-31,56508.18,0.44,webinar,B2B,paid,0.71,839620.4,783112.22,8,8,2022,2023,3,3,Medio,Alto,Bueno,79588.98591549296
Centralized value-added superstructure,2022-08-08,2024-05-20,23692.97,0.35,webinar,B2B,organic,0.77,688901.13,665208.16,8,5,2022,2024,3,2,Medio,Alto,Bueno,30770.090909090908
Proactive bifurcated architecture,2022-11-25,2024-04-21,74431.67,0.85,email,B2B,promotion,0.52,20979.33,-53452.34,11,4,2022,2024,4,2,Alto,Medio,Bueno,143137.8269230769
Triple-buffered client-server portal,2023-03-17,2023-12-05,6793.37,0.78,email,B2C,paid,0.72,396734.21,389940.84,3,12,2023,2023,1,4,Alto,Alto,Excelente,9435.236111111111
Organic demand-driven support,2023-03-30,2024-02-12,69644.4,0.56,podcast,B2B,referral,0.2,426548.11,356903.70999999996,3,2,2023,2024,1,1,Medio,Bajo,Regular,348221.99999999994
Realigned methodical artificial intelligence,2023-05-23,2024-06-16,66054.48,0.3,email,B2B,paid,0.31,865754.6,799700.12,5,6,2023,2024,2,2,Bajo,Medio,Regular,213078.96774193548
Object-based demand-driven installation,2022-10-26,2023-12-25,68408.1,0.58,webinar,B2B,referral,0.11,153122.51,84714.41,10,12,2022,2023,4,4,Medio,Bajo,Regular,621891.8181818182
Ameliorated actuating policy,2022-08-26,2024-04-23,44314.41,0.7,podcast,B2B,organic,0.53,461585.16,417270.75,8,4,2022,2024,3,2,Alto,Medio,Bueno,83612.09433962265
Public-key disintermediate neural-net,2022-11-13,2024-07-24,31427.3,0.36,social media,B2C,promotion,0.39,173127.66,141700.36000000002,11,7,2022,2024,4,3,Medio,Medio,Bueno,80582.82051282052
Upgradable contextually-based Graphic Interface,2022-08-25,2024-01-08,80418.44,0.24,webinar,B2B,promotion,0.91,476196.94,395778.5,8,1,2022,2024,3,1,Bajo,Alto,Regular,88371.91208791209
Integrated client-server software,2022-09-23,2023-12-13,20633.51,0.57,webinar,B2C,organic,0.51,400052.8,379419.29,9,12,2022,2023,3,4,Medio,Medio,Bueno,40457.862745098035
Innovative intangible emulation,2022-11-18,2024-05-19,2792.69,0.2,webinar,B2C,referral,0.43,503319.66,500526.97,11,5,2022,2024,4,2,Bajo,Medio,Regular,6494.627906976744
Fundamental incremental service-desk,2023-01-02,2023-10-30,8053.59,0.49,email,B2B,organic,0.46,781401.65,773348.06,1,10,2023,2023,1,4,Medio,Medio,Bueno,17507.804347826088
Proactive motivating open architecture,2023-03-17,2023-11-10,62167.9,0.8,email,B2C,paid,0.85,419872.14,357704.24,3,11,2023,2023,1,4,Alto,Alto,Excelente,73138.70588235295
Business-focused attitude-oriented middleware,2023-05-29,2023-12-16,63741.76,0.61,social media,B2C,promotion,0.1,141376.44,77634.68,5,12,2023,2023,2,4,Alto,Bajo,Regular,637417.6
Balanced empowering info-mediaries,2022-09-21,2024-06-18,49202.14,0.64,email,B2B,promotion,0.9,564219.74,515017.6,9,6,2022,2024,3,2,Alto,Alto,Excelente,54669.044444444444
User-friendly dynamic monitoring,2023-04-09,2023-11-18,44567.53,0.38,podcast,B2B,referral,0.7,211752.49,167184.96,4,11,2023,2023,2,4,Medio,Alto,Bueno,63667.9
Multi-channeled zero administration standardization,2023-04-16,2023-09-09,89826.92,0.11,webinar,B2B,promotion,0.52,713631.59,623804.6699999999,4,9,2023,2023,2,3,Bajo,Medio,Regular,172744.0769230769
Optimized methodical installation,2023-04-12,2024-03-30,86447.45,0.32,webinar,B2C,referral,0.65,765775.14,679327.6900000001,4,3,2023,2024,2,1,Medio,Alto,Bueno,132996.0769230769
Proactive regional conglomeration,2022-08-03,2024-03-29,11421.4,0.37,social media,B2B,referral,0.4,265099.33,253677.93000000002,8,3,2022,2024,3,1,Medio,Medio,Bueno,28553.499999999996
Multi-lateral user-facing solution,2023-07-13,2024-06-13,68334.64,0.69,social media,B2C,promotion,0.97,169559.8,101225.15999999999,7,6,2023,2024,3,2,Alto,Alto,Excelente,70448.0824742268
Integrated analyzing focus group,2023-04-13,2024-06-27,21878.6,0.77,podcast,B2B,paid,0.8,464823.41,442944.81,4,6,2023,2024,2,2,Alto,Alto,Excelente,27348.249999999996
